model_number,species,order,family,ds,log10mdd_family,log10mdd_order,log10mdd,log10mdd_best,form,growth.form,height,habitat,riparian,fruit.type,category,dispersal.adaptations,seed.mass,mechanism1,mechanism2,mechanism3,mechanism4,mechanism5,distance,dispersal.ref,NZ.dispersal.notes,overseas.dispersal.notes,DW.dispersal.notes,NZseeds,NZFloraOnline,NZPCN,Kew SID
2,Sambucus nigra,Dipsacales,Viburnaceae,animal,NA,3.041998651738945,2.961909701063111,3.041998651738945,shrub-tree,shrub,6,"NZ Flora Online: bank, cliff, coast, dry, forest, forest edge, grassland, gully, hill, lake margin, margin, moist, open, pasture, roadside, rock outcrop, sand, sheltered, shrubland, slope, stone, terrace, wasteland. NZPCN: coastal and lowland habitats (Timmins & MacKenzie 1995). The plant occurs in scrub and forest margin and modified plant communities (Timmins & MacKenzie 1995).",NA,drupe,fleshy,fleshy,0.009869999999999999,internal,NA,NA,NA,NA,NA,Webb et al. 1988; Burrows 1995; Williams & Karl 1996; Atkinson 1997; Spurr et al. 2011,the fruits are spread by birds (Webb et al. 1988). Bird dispersed (Burrows 1995); Fruits eaten by bellbirds (Spurr et al. 2011).,"England: most fruits eaten by starling, also eaten by blackbird & song thrush & other birds (Snow & Snow 1988).",NA,NA,2022-06-09T00:00:00Z,22/6/203,2023-06-22T00:00:00Z
3,Agapanthus praecox,Asparagales,Amaryllidaceae,wind.special,0.9418763887267109,1.1130289357126384,1.2602364370002856,0.9418763887267109,NA,herb,1.2,NA,NA,capsule,dry,winged seed,NA,wind,NA,NA,NA,NA,NA,Esler 1988,NA,NA,NA,NA,2022-06-02T00:00:00Z,45030,NA
3,Allium triquetrum,Asparagales,Amaryllidaceae,ant,0.831389295942344,1.0025418429282715,1.1627067073884445,0.831389295942344,NA,herb,0.6,"NZ Flora Online: bank, clay, dry, forest, gravel, hill, lowland, moist, open, pasture, roadside, sand, shaded, slope, stone, terrace, tree, wasteland; NZPCN: Disturbed forest and shrubland, streamsides, herbfields, bare land. Especially after spraying or other clearance to bare land.",riparian,capsule,dry,elaiosome,NA,ant,NA,NA,NA,NA,NA,Pemberton & Irving 1990,has no structures directly aiding active seed dispersal and medium-sized seeds (1-10 mg) (Esler 1988).,seed has an elaiosome (Pemberton & Irving 1990),NA,NA,2022-06-02T00:00:00Z,45033,NA
3,Araujia sericifera,Gentianales,Apocynaceae,wind.special,2.462286616316812,2.2716906459482877,2.395350170612995,2.462286616316812,vine,shrub,10,"NZ Flora Online: hill, roadside, sand, shrubland; Timmins & McKenzie: coastal, lowland cliff, bluff, waste places and other modified habitats",NA,NA,dry,seeds topped with a tuft of long hairs,NA,wind,water,NA,NA,NA,NA,Timmins & McKenzie 1995; Vivianne-Smith & Panetta 2005; Killick 2017,NA,"mean floating time of seeds was 15.4 days, suggesting that water could act as a secondary dispersal vector, contributing to long-distance dispersal (Vivianne-Smith & Panetta 2005)",NA,NA,2022-06-02T00:00:00Z,45033,NA
3,Ageratina riparia,Asterales,Asteraceae,wind.special,NA,1.141195963369575,1.224705974670766,1.141195963369575,NA,herb,1,"NZPCN: coastal, lowland (Timmins & MacKenzie 1995). Forest margin, damp banks and streamsides, slips (Timmins & MacKenzie 1995). NZ Flora Online: bank, clay, coast, forest, gorge, gully, hill, loam, lowland, margin, moist, open, pasture, roadside, sand, shaded, sheltered, shrubland, slope, stone, wasteland.",riparian,achene,dry,pappus,NA,wind,NA,NA,NA,NA,NA,Fromont & King 1992; Timmins & Mackenzie 1995,NA,NA,NA,NA,2022-06-02T00:00:00Z,45030,2022-06-19T00:00:00Z
3,Bartlettina sordida,Asterales,Asteraceae,wind.special,NA,2.0453511577629504,2.0817061115944258,2.0453511577629504,NA,shrub,2,"NZ Flora Online: bank, clay, dry, forest, lowland, margin, open, pasture, ridge, roadside, scrubland, sheltered, slope, wasteland",NA,achene,dry,pappus,NA,wind,NA,NA,NA,NA,NA,"NZPCN website, accessed 11 April 2023",NA,NA,NA,NA,2022-06-03T00:00:00Z,45027,NA
3,Gymnocoronis spilanthoides,Asterales,Asteraceae,animal,NA,2.221032572951951,2.008096716868712,2.221032572951951,NA,herb,1,"NZPCN: Aquatic: Emergent. The plant grows in wet marshy soils and at water margins, Plant grows in wetland communities in still or flowing water.",riparian,achene,aquatic,NA,NA,water,attachment,NA,NA,NA,NA,NZPCN,"Seed, stems and root fragments are dispersed in water, on livestock hooves and machinery. Can also be spread by dumped aquaria contents when liberating fish (NZPCN factsheet prepared by Paul Champion and Deborah Hofstra (NIWA)).",NA,NA,NA,2022-06-07T00:00:00Z,45040,NA
3,Hieracium levicaule,Asterales,Asteraceae,wind.special,NA,1.1022286195947448,1.1686430646239983,1.1022286195947448,NA,herb,0.75,"NZ Flora Online: alpine, bank, cliff, dry, forest, forest edge, grassland, gravel, gully, hill, loam, margin, moist, montane, open, pasture, ridge, riparian, river terrace, riverbed, roadside, rock outcrop, sand, scree, shaded, sheltered, shrubland, silt, slope, stone, terrace, track, tussockland, wasteland; NZPCN: Grassland, roadsides, riverbanks, riverbeds and gold tailings, beech forest, scrub, pine forest",riparian,achene,dry,pappus,NA,wind,water,NA,NA,NA,NA,Miller et al. 2015; French 2021,Water dispersal along creeks may be important (Miller et al 2015),seed dispersed by wind (French 2021),NA,NA,2022-06-08T00:00:00Z,45043,NA
3,Roldana petasitis,Asterales,Asteraceae,wind.special,NA,1.9514624276059438,1.9466269677961399,1.9514624276059438,NA,shrub,1,"NZ Flora Online: bank, hill, roadside",NA,achene,dry,pappus,NA,wind,NA,NA,NA,NA,NA,NZPCN,wind borne seeds (NZPCN),NA,NA,NA,2022-06-08T00:00:00Z,45058,NA
3,Senecio elegans,Asterales,Asteraceae,wind.special,NA,1.072003199563906,1.125157293202,1.072003199563906,NA,herb,0.6,"NZPCN: sand dunes, river terraces",riparian,achene,dry,pappus,NA,wind,NA,NA,NA,NA,NA,NA,NA,"S. congestus: Wind; Diaspore is blown by wind; Direct or experimental observation; (van der Pijl, 1982, cited in Kew SID); Senecio squalidus wind dispersed, Method not stated (Matlack 1987, cited in Kew SID); S. albonervus and S. angulifolius: Diaspore is blown by wind; Direct or experimental observation; Diaspore is plumed (Vazquez & Givnish, 1998, cited in Kew SID); S. jacobaea: viable seeds dispersed attached to cattle, donkey and horse (Couvreur et al. 2004)",dispersal based on seed morphology,NA,2022-06-09T00:00:00Z,NA,2022-06-27T00:00:00Z
3,Senecio skirrhodon,Asterales,Asteraceae,wind.special,NA,1.0473072332125686,1.0896268308724804,1.0473072332125686,NA,herb,0.5,"Flora: coastal sites, waste sites, railway lines",NA,achene,dry,pappus,NA,wind,NA,NA,NA,NA,NA,NA,NA,"S. congestus: Wind; Diaspore is blown by wind; Direct or experimental observation; (van der Pijl, 1982, cited in Kew SID); Senecio squalidus wind dispersed, Method not stated (Matlack 1987, cited in Kew SID); S. albonervus and S. angulifolius: Diaspore is blown by wind; Direct or experimental observation; Diaspore is plumed (Vazquez & Givnish, 1998, cited in Kew SID); S. jacobaea: viable seeds dispersed attached to cattle, donkey and horse (Couvreur et al. 2004)",dispersal based on seed morphology,NA,2022-06-09T00:00:00Z,NA,2022-06-27T00:00:00Z
3,Psidium cattleianum,Myrtales,Myrtaceae,animal,NA,3.44855780375668,3.079192231342175,3.44855780375668,shrub-tree,shrub,6,"NZ Flora Online: bank, dry, lowland, roadside, slope, stone",NA,berry-like,fleshy,fleshy,NA,internal,NA,NA,NA,NA,NA,McEwen 1978; West 1996; Atkinson 1997; Karan 2000; Spurr et al. 2011,"fruits eaten by sparrow, silvereye, blackbird & kereru; only kereru & blackbird capable of swallowing  fruits (blackbird only small fruits), but the small seeds could be ingested by silvereye & sparrow (Karan 2000). Fruits eaten by bellbirds (Spurr et al. 2011). Fruit eaten by kereru (Powlesland unpubl. data).",feral pigs & non-native birds disperse the seeds (Cronk & Fuller 1995). Vertebrates observed consuming fruits of Psidium spp. (Meisenburg & Fox 2002).,NA,NA,2022-06-08T00:00:00Z,NA,NA
3,Chrysojasminum humile,Lamiales,Oleaceae,animal,3.2931385486281286,3.1660953853067513,2.9085826252143696,3.2931385486281286,NA,shrub,2.5,"NZ Flora Online:  cliff, forest, hill, margin, open, ridge, roadside, rock outcrop, stone, wasteland",NA,berry,fleshy,fleshy,NA,internal,NA,NA,NA,NA,NA,Meisenburg & Fox 2002,NA,Jasminum spp. verified as vertebrate-dispersed (Meisenburg & Fox 2002),NA,NA,2022-06-15T00:00:00Z,NA,NA
3,Fuchsia boliviana,Myrtales,Onagraceae,animal,4.171293546071865,3.3546690735996734,2.9441130875438892,4.171293546071865,NA,shrub,3,"NZ Flora Online: bank, clay, coast, gravel, gully, lowland, margin, roadside, sand, shaded, silt, wasteland",NA,berry,fleshy,fleshy,NA,internal,NA,NA,NA,NA,NA,NA,NA,NA,dispersal based on seed morphology,NA,2022-06-15T00:00:00Z,NA,NA
3,Cenchrus alopecuroides,Poales,Poaceae,animal,2.6717430623364735,2.236477183786518,1.829531801648428,2.6717430623364735,grass,herb,0.4,NA,NA,caryopsis,dry,barbed bristles,NA,attachment,wind.none,NA,NA,NA,>600km,McIntyre et al. 1995; Toon et al. 2018,NA,"Pennisetum alopecuroides dispersed by attachment and wind, based on morphology (McIntyre et al. 1995); C. purpurascens (synonym?): small barbs along the bristles of the floret (Figure 3) that might aid in the attachment of the propagule to animal vectors;  occasional long-distance gene flow via seeds, possibly attached to migratory shore birds (Toon et al. 2018); C. biflorus, C. ciliarus. C. prieurii, C. setigerus: Animal; Diaspore is carried accidentally; Method not stated; (Sen, 1982, cited in Kew SID); Mammals (non-bat)+birds.; Diaspore=caryopsis. The diaspore has spiny, spiky, hooked or barbed projections or awns. C. setigerus: Seeds may also be dispersed by ants once they reach the soil surface. This would represent a two-stage process (animal, ant) (Sen, 1982, cited in Kew SID). C. ciliarus: Wind; Assumption based upon diaspore morphology; (Jurado et al., 1991)",NA,NA,2023-04-19T00:00:00Z,NA,2022-06-20T00:00:00Z
3,Cenchrus alopecuroides,Poales,Poaceae,wind.none,0.44058739486978515,0.005321516319829467,-0.22051122293494144,0.44058739486978515,grass,herb,0.4,NA,NA,caryopsis,dry,barbed bristles,NA,attachment,wind.none,NA,NA,NA,>600km,McIntyre et al. 1995; Toon et al. 2018,NA,"Pennisetum alopecuroides dispersed by attachment and wind, based on morphology (McIntyre et al. 1995); C. purpurascens (synonym?): small barbs along the bristles of the floret (Figure 3) that might aid in the attachment of the propagule to animal vectors;  occasional long-distance gene flow via seeds, possibly attached to migratory shore birds (Toon et al. 2018); C. biflorus, C. ciliarus. C. prieurii, C. setigerus: Animal; Diaspore is carried accidentally; Method not stated; (Sen, 1982, cited in Kew SID); Mammals (non-bat)+birds.; Diaspore=caryopsis. The diaspore has spiny, spiky, hooked or barbed projections or awns. C. setigerus: Seeds may also be dispersed by ants once they reach the soil surface. This would represent a two-stage process (animal, ant) (Sen, 1982, cited in Kew SID). C. ciliarus: Wind; Assumption based upon diaspore morphology; (Jurado et al., 1991)",NA,NA,2023-04-19T00:00:00Z,NA,2022-06-20T00:00:00Z
3,Cortaderia jubata,Poales,Poaceae,wind.special,2.7300185700996713,2.2947526915497156,2.239738579097461,2.7300185700996713,grass,shrub,4.5,"NZ Flora Online:  coast, dry, lowland, open, pasture, roadside, rock outcrop, sand, slope, wasteland; NZPCN: Forest light gaps, slips, margins, disturbed sites, open habitats, riverbeds, cliffs, inshore and offshore islands, tussockland, fernland, herbfield, duneland, coastline, gumlands, salt marsh, estuaries, shrublands.",riparian,caryopsis,dry,lemma awns with long downy hairs,NA,wind,NA,NA,NA,NA,NA,Esler 1988; Timmins & Mackenzie 1995,Wind dispersed (Esler 1988).,NA,NA,NA,2022-06-03T00:00:00Z,45035,NA
3,Cortaderia selloana,Poales,Poaceae,wind.special,2.768985913874501,2.3337200353245455,2.295801489144229,2.768985913874501,grass,shrub,6,"NZ Flora Online: bank, coast, gully, hill, moist, open, pasture, roadside, rock outcrop, sand, sheltered, shrubland, slope; NZPCN: A coastal and lowland plant found between sea level and 800 metres. Plant grows in sites of all levels of fertility from low to high. The plant grows in a wide variety of soils from pumice and coastal sands to heavy clay (Ford 1993). Coloniser of open ground (West, 1996). A plant that occurs in low or disturbed forest (including plantations), wetlands, grasslands, scrub, cliffs, coastlines, islands, forest margins, riverbanks, shrubland, open areas, roadsides and sand dunes. The plant’s primary habitat is disturbed ground.",riparian,caryopsis,dry,lemma awns with long downy hairs,NA,wind,NA,NA,NA,NA,NA,Esler 1988; Fromont & King 1992; Timmins & Mackenzie 1995,Wind dispersed (Esler 1988).,NA,NA,NA,2022-06-03T00:00:00Z,45035,NA
3,Ehrharta villosa,Poales,Poaceae,wind.none,0.6585902752146369,0.22332439666468118,0.09313283608362813,0.6585902752146369,grass,herb,2,"NZ Flora Online: coast, dry, open, roadside, sand, shaded, sheltered, slope, track, unstable/eroded; NZPCN: Short tussockland, herbfield, bare land, wetland, mainly on coastline, sand dunes.",NA,caryopsis,dry,none,NA,wind.none,NA,NA,NA,NA,5,Hilton et al. 2007,Dispersal of these seeds was limited to within 5m of the source population and no seeds were discovered in the soil seed bank (Hodder 1997),"Hilton et al. 2007: Seed is wind dispersed; however, pyp grass probably does not rely on seed production for reproduction and seed dispersal is not critical to plant survival and spread. The species is able to regenerate from rhizome after being detached from the parent plant.",NA,NA,2022-06-07T00:00:00Z,45040,NA
3,Miscanthus nepalensis,Poales,Poaceae,wind.special,1.8099093330989495,1.3746434545489938,1.3597851184690517,1.8099093330989495,grass,herb,2,"NZ Flora Online:  bank, clay, coast, dry, forest, forest edge, hill, lowland, open, pasture, roadside, rock outcrop, shaded, slope, stone, wasteland; NZPCN: Waste areas, spreading from roadsides",NA,caryopsis,dry,plumed seed,NA,wind,NA,NA,NA,NA,NA,"Ridley 1930, cited in SID",NA,"Wind; Diaspore is blown by wind; Method not stated; The seed is plumed (Ridley, 1930, cited in Kew Seed Information Database)",NA,NA,2022-06-08T00:00:00Z,45049,2022-06-22T00:00:00Z
3,Nassella trichotoma,Poales,Poaceae,wind.special,1.6677079811720952,1.2324421026221395,1.155197871063355,1.6677079811720952,grass,herb,0.7,"NZ Flora Online:  bank, clay, cliff, coast, dry, flat , grassland, gravel, hill, lowland, open, pasture, river terrace, riverbed, roadside, rock outcrop, sand, silt, slope, stone, terrace, wasteland",riparian,caryopsis,dry,"panicle detaches easily in wind, rough seed coat and hairs at base of seed",NA,wind,attachment,internal,NA,NA,wind dispersed up to 16 km,Hilgendorf & Calder 1967; Cronk & Fuller 1995; Humphries & Florentine 2021; Timmins & Mackenzie 1995; NZPCN,"Reproduces by seed only. Dispersed by wind, up to 16km from the mother plant. The seeds, aided by the roughened seed coat and the tufts of hairs at the base, also cling to wool, bags, clothing etc. Seeds are also spread on machinery, in hay, mud and the droppings of animals (NZPCN); ""flower heads break off easily when ripe and so the seeds are carried long distances, as is shown by the masses of flower heads that sometimes acumulate on fences and telegraph wires"" (Hilgendorf & Calder 1967).","""Panicle detaches in the wind, which carries the panicle containing the seeds great distances"" (Humphries & Florentine 2021); wind dispersed (Cronk & Fuller 1995);",NA,NA,2022-06-08T00:00:00Z,NA,NA
3,Nassella trichotoma,Poales,Poaceae,animal,2.747544590754471,2.3122787122045154,1.938588613261301,2.747544590754471,grass,herb,0.7,"NZ Flora Online:  bank, clay, cliff, coast, dry, flat , grassland, gravel, hill, lowland, open, pasture, river terrace, riverbed, roadside, rock outcrop, sand, silt, slope, stone, terrace, wasteland",riparian,caryopsis,dry,"panicle detaches easily in wind, rough seed coat and hairs at base of seed",NA,wind,attachment,internal,NA,NA,wind dispersed up to 16 km,Hilgendorf & Calder 1967; Cronk & Fuller 1995; Humphries & Florentine 2021; Timmins & Mackenzie 1995; NZPCN,"Reproduces by seed only. Dispersed by wind, up to 16km from the mother plant. The seeds, aided by the roughened seed coat and the tufts of hairs at the base, also cling to wool, bags, clothing etc. Seeds are also spread on machinery, in hay, mud and the droppings of animals (NZPCN); ""flower heads break off easily when ripe and so the seeds are carried long distances, as is shown by the masses of flower heads that sometimes acumulate on fences and telegraph wires"" (Hilgendorf & Calder 1967).","""Panicle detaches in the wind, which carries the panicle containing the seeds great distances"" (Humphries & Florentine 2021); wind dispersed (Cronk & Fuller 1995);",NA,NA,2022-06-08T00:00:00Z,NA,NA
3,Paspalum distichum,Poales,Poaceae,animal,2.68769710494382,2.252431226393864,1.8524851253531782,2.68769710494382,grass,herb,0.45,"NZ Flora Online:  bank, coast, flat , gravel, lake margin, lowland, margin, moist, open, pasture, peat, riparian, roadside, rock outcrop, sand, shaded, shrubland, silt, slope, stone, terrace, wasteland, wetland; NZPCN: Still and slow flowing water bodies and wetland margins.",riparian,caryopsis,aquatic,none,NA,water,attachment,internal,NA,NA,NA,Middleton et al. 1991; NZPCN,"has no structures directly aiding active seed dispersal and medium-sized seeds (1-10 mg) (Esler 1988); NZPCN (Factsheet prepared by Paul Champion and Deborah Hofstra (NIWA)): Reproduces by seed and stem fragmentation. Seeds freely, seed viability unknown. Dispersed by water, livestock pelts and hooves (possibly seed in dung). Contaminated diggers and dumped vegetation.","Non-viable seeds recovered from waterfowl (teal) faeces, species also included in diet of waterfowl (incl. mallards) (Reynolds et al. 2015); seeds in geese droppings germinated (Middleton et al. 1991); P. dilatatum: Animal; Diaspore is carried accidentally; Assumption based upon diaspore morphology; (McIntyre et al., 1995, cited in Kew SID); Paspalum sp. dispersed by water birds via ectozoochory (Reynolds & Cumming 2016).",NA,NA,2022-06-08T00:00:00Z,45055,2022-06-22T00:00:00Z
3,Sporobolus anglicus,Poales,Poaceae,wind.none,0.5647015450576304,0.12943566650767468,-0.04194630771465757,0.5647015450576304,grass,herb,1,"NZ Flora Online: bank, clay, coast, dry, flat , forest, margin, moist, open, roadside, rock outcrop, sand, shrubland, silt, stone; Estuaries, mangroves and other intertidal areas with soft sediment (NZPCN)",NA,caryopsis,aquatic,none,NA,water,wind.none,NA,NA,NA,NA,Timmins & Mackenzie 1995; NZPCN,"Reproduces from seed and rhizome spreading and fragments. Seed is dispersed by wind and water. Livestock, propellers nets etc dislodge rhizome fragments, tidal and current movement, intentional planting. Rhizomes can survive long time at sea, moves long distances (NZPCN); (ETNZF says attachment, water, wind)",NA,NA,NA,2022-06-09T00:00:00Z,45062,NA
3,Thinopyrum obtusiflorum,Poales,Poaceae,animal,2.8897459426813255,2.4544800641313698,2.143175860666998,2.8897459426813255,grass,herb,2,NA,NA,caryopsis,dry,none,NA,internal,NA,NA,NA,NA,NA,"Rob Simons, unpubl. data on notes recorded with herbarium specimen","We suspect that the seed may have been moved around in hay and within the gut of cattle (Rob Simons, Marlborough District Council on notes recorded with herbarium specimen)",NA,NA,NA,NA,NA,2023-10-03T00:00:00Z
3,Zizania latifolia,Poales,Poaceae,animal,2.9446673290635017,2.509401450513546,2.2221920944185154,2.9446673290635017,grass,herb,3,"NZ Flora Online: bank, coast, lake margin, margin, pasture, riparian, roadside, sand; NZPCN: Lowland still and slow flowing water bodies (both resh water or moderately saline)",riparian,caryopsis,aquatic,seeds buoyant for about 1 day,NA,water,internal,NA,NA,NA,NA,Timmins & MacKenzie 1995; Chen et al. 2012,"Water dispersed (Timmins & MacKenzie 1995); Seeds and rhizome fragments spread via water, livestock, machinery, e.g. graders, dumping of green waste, eel nets, boats and trailers, clothing and possibly by birds (NZPCN Factsheet prepared by Paul Champion and Deborah Hofstra (NIWA); (ETNZF says attachment, water, wind)","Zizania spp. water dispersed (Cook 1987, cited in Kew SID); seeds possibly dispersed by waterfowl (Chen et al. 2012)",attachment or internal,NA,2022-06-09T00:00:00Z,45063,2023-05-17T00:00:00Z
3,Prunus campanulata,Rosales,Rosaceae,animal,2.740763188985501,2.956698571286816,2.8740139703010614,2.740763188985501,NA,tree,8,"NZ Flora Online: dry, gap, gravel, hill, loam, lowland, open, terrace",NA,drupe,fleshy,fleshy,NA,internal,NA,NA,NA,NA,NA,Webb et al. 1988,"… seedlings and saplings sometimes appear spontaneously in and near gardens at some distance from the parent trees. Presumably, birds distribute the fruits (Webb et al. 1988)",NA,NA,NA,2022-06-08T00:00:00Z,NA,NA
3,Rubus phoenicolasius,Rosales,Rosaceae,animal,2.9326543190693672,3.1485897013706823,3.0001759975906572,2.9326543190693672,NA,shrub,4,"NZ Flora Online: bank, clay, coast, dry, flat , forest, gravel, gully, hill, log, lowland, margin, moist, open, pasture, roadside, sand, scrubland, shaded, sheltered, shrubland, silt, slope, stone, terrace, track, wasteland",NA,fleshy aggregate of 1-seeded druplets,fleshy,fleshy,NA,internal,NA,NA,NA,NA,NA,Esler 1988; NZPCN,Rubus spp. have succulent fruits which are dispersed by birds quite effectively (Esler 1988). dispersed by people and birds (NZPCN),"Japan: intact seeds of Rubus spp.  found in mammal droppings - bear, marten, badger, fox & racoon dog (Koike et al. 2008)",NA,NA,2022-06-08T00:00:00Z,45098,NA
3,Hedychium gardnerianum,Zingiberales,Zingiberaceae,animal,NA,NA,2.143175860666998,2.143175860666998,NA,herb,2,"NZ Flora Online: bank, clay, dry, forest edge, gorge, gully, lowland, open, ridge, roadside, sand, shaded, sheltered, slope, stone, terrace, track, unstable/eroded, wasteland. NZPCN: Forests, regenerating forest, streamside and alluvial forest, forest light gaps and gullies. Prefers moderate to high fertility, not found in very dry or rocky areas.",riparian,aril,fleshy,fleshy,NA,internal,NA,NA,NA,NA,NA,Esler 1988; Fromont & King 1992; Timmins & Mackenzie 1995,"Dispersed by birds, especially blackbirds, possibly tui and mynas (Fromont & King 1992); the arillate seed is carried in the gut of fruit-eating birds (Esler 1988).",NA,NA,NA,2022-06-08T00:00:00Z,45096,NA
4,Thunbergia alata,Lamiales,Acanthaceae,ballistic,NA,0.38640494858897434,NA,0.38640494858897434,NA,herb,NA,NA,NA,capsule,dry,explosively dehiscent capsule,0.02511,ballistic,NA,NA,NA,NA,2-3m,Quijano-Abril et al. 2022,NA,"""...the expulsion of the seeds like a catapult for 2 to 3 m."" (Quijano-Abril et al. 2022)",NA,NA,2022-06-09T00:00:00Z,44728,2022-06-27T00:00:00Z
4,Actinidia chinensis,Ericales,Actinidiaceae,animal,NA,2.0331529965362223,NA,2.0331529965362223,vine,shrub,NA,"NZ Flora Online: bank, coast, dry, flat , forest, forest edge, gravel, loam, lowland, margin, moist, open, peat, sand, shaded, sheltered, shrubland, stone, terrace, track, wasteland",NA,berry,fleshy,fleshy,0.0016,internal,NA,NA,NA,NA,NA,Sullivan & Williams 2002; Logan & Xu 2006,"Silvereye flocks commonly feed on both wild & orchard fruits; Rats also feed on fallen fruit; Reject fruits commonly fed to stock including deer, suggesting feral deer will feed on fallen fruit & disperse seeds (Sullivan & Williams 2002).","Japan: intact seeds of Actinidia spp. (A. arguta & A. polygama) found in mammal droppings - bear, marten, badger, fox & racoon dog (Koike et al. 2008). Intact seeds of A. arguta found in bear droppings (Takahashi et al. 2008).",NA,NA,2023-06-15T00:00:00Z,NA,2023-06-15T00:00:00Z
4,Carpobrotus chilensis,Caryophyllales,Aizoaceae,animal,NA,1.7706265272238801,NA,1.7706265272238801,NA,herb,NA,"NZ Flora Online: bank, cliff, coast, dry, pasture, roadside, rock outcrop, sand, slope, stone, track",NA,"indehiscent, fleshy, mucilaginous",fleshy,fleshy,3.4e-4,internal,NA,NA,NA,NA,NA,Vila & D'Antonio 1998,NA,Seeds dispersed by black-tailed jackrabbit and mule deer (Vila & D'Antonio 1998),NA,NA,2023-06-16T00:00:00Z,NA,2023-06-16T00:00:00Z
4,Carpobrotus edulis,Caryophyllales,Aizoaceae,animal,NA,1.7681276518673767,NA,1.7681276518673767,NA,herb,NA,"NZ Flora Online: coast, roadside, sand",NA,"indehiscent, fleshy, mucilaginous",fleshy,fleshy,3.7e-4,internal,NA,NA,NA,NA,NA,Vila & D'Antonio 1998; D'Antonio 1990,NA,"California, USA: dispersed by mammals including  jackrabbit, brush rabbit, mule deer, & California ground squirrel, which ground up more than half of seeds ingested. Seeds found in unidentified rodent droppings damaged & not viable (D'Antonio 1990).",NA,NA,2023-06-16T00:00:00Z,NA,2023-06-16T00:00:00Z
4,Hedera helix,Apiales,Araliaceae,animal,1.95273154436435,1.9482069488845477,NA,1.95273154436435,vine,shrub,NA,"NZ Flora Online: bank, clay, cliff, coast, dry, forest, forest edge, grassland, hill, lowland, margin, open, pasture, roadside, rock outcrop, sand, shrubland, slope, stone, terrace, wasteland. NZPCN: Forest understorey, shrubland, rocky cliffs, open areas where there is some support for its scrambling habit. Flora: waste places, riverbeds and stream banks, cliffs",riparian,berry-like,fleshy,fleshy,0.019719999999999998,internal,NA,NA,NA,NA,NA,Webb et al. 1988; Esler 1988; Fromont & King 1992; Burrows 1995; Atkinson 1997,Fruit dispersed by birds (Fromont & King 1992; Burrows 1995; Atkinson 1997); Has succulent fruits which are dispersed by birds quite effectively (Esler 1988).,"fruits eaten by primarily by blackbird, also song thrush & starling (Snow & Snow 1988).",NA,NA,2022-06-08T00:00:00Z,45093,2023-06-16T00:00:00Z
4,Asparagus aethiopicus,Asparagales,Asparagaceae,animal,NA,1.7097199428653125,NA,1.7097199428653125,NA,herb,NA,"NZ Flora Online: bank, cliff, coast, dry, margin, open, pasture, roadside, rock outcrop, sand, shaded, sheltered, shrubland, stone",NA,berry,fleshy,fleshy,0.038340000000000006,internal,NA,NA,NA,NA,NA,Esler 1988,Asparagus spp. have succulent fruits which are dispersed by birds quite effectively (Esler 1988).,NA,NA,NA,2022-06-02T00:00:00Z,NA,2023-06-15T00:00:00Z
4,Asparagus asparagoides,Asparagales,Asparagaceae,animal,NA,2.0066808907620213,NA,2.0066808907620213,vine,shrub,NA,"NZ Flora online:  bank, clay, cliff, coast, dry, forest, gravel, gully, hill, lava, loam, lowland, margin, open, pasture, roadside, rock outcrop, sand, scrubland, shaded, sheltered, shrubland, slope, stone, terrace, track, wasteland. NZPCN: Thrives in impoverished soils, bare rock and volcanic soils. Likes good drainage. Coastal areas, open rocklands, shrubland, roadsides, hedges, wastelands, inshore and offshore islands. Plants are typically found under tree canopies which is largely due to bird movement but also reflects greater seedling establishment in leaf litter and better growth in shaded or part-shaded environments.",NA,berry,fleshy,fleshy,0.0054,internal,ant,NA,NA,NA,NA,"Esler 1988; Fromont & King 1992; van der Pijl 1982, cited in SID",Dispersed by birds (Fromont & King 1992); Asparagus spp. have succulent fruits which are dispersed by birds quite effectively (Esler 1988).,"dispersed by ants (van der Pijl 1982, cited in Kew SID)",NA,NA,2023-06-15T00:00:00Z,45092,2023-06-15T00:00:00Z
4,Asparagus asparagoides,Asparagales,Asparagaceae,ant,NA,1.1385250918280672,NA,1.1385250918280672,vine,shrub,NA,"NZ Flora online:  bank, clay, cliff, coast, dry, forest, gravel, gully, hill, lava, loam, lowland, margin, open, pasture, roadside, rock outcrop, sand, scrubland, shaded, sheltered, shrubland, slope, stone, terrace, track, wasteland. NZPCN: Thrives in impoverished soils, bare rock and volcanic soils. Likes good drainage. Coastal areas, open rocklands, shrubland, roadsides, hedges, wastelands, inshore and offshore islands. Plants are typically found under tree canopies which is largely due to bird movement but also reflects greater seedling establishment in leaf litter and better growth in shaded or part-shaded environments.",NA,berry,fleshy,fleshy,0.0054,internal,ant,NA,NA,NA,NA,"Esler 1988; Fromont & King 1992; van der Pijl 1982, cited in SID",Dispersed by birds (Fromont & King 1992); Asparagus spp. have succulent fruits which are dispersed by birds quite effectively (Esler 1988).,"dispersed by ants (van der Pijl 1982, cited in Kew SID)",NA,NA,2023-06-15T00:00:00Z,45092,2023-06-15T00:00:00Z
